Psychiatrist,(man) Why do you keep,
,"looking out the window, Will?",
,,
,You like the snow?,
,,
,"You know, for some people,",
,snow brings on a very specific feeling.,
,,
,"Uh, some love it.",
,,
,"It feels clean and pure, like a...",
,fresh start or a beginning.,
,,
,"For others, it's frightening.",
,,
,Cold and silent and... isolating.,
,,
,What are you thinking about,
,when you look at the snow?,
,,
Will,That I'm gonna have to shovel it.,
,,
Psychiatrist,(soft chuckle),
,,
,"Will, I'm gonna talk to you...",
,"like I would talk to an adult,",
,,
,because I think,
,you're a very intelligent young man,
,,
,and you are capable,
,of understanding what I'm saying.,
,,
,"In group dynamics, there's something",
,"psychologists call ""savior behavior.""",
,,
,Often one person in the group feels...,
,,
,like they need to save the others,
,from a threat or an emotion,
,,
,that he or she believes is dangerous.,
,,
,Sometimes those people... are children,
,of parents with drug and alcohol problems.,
,,
,These people have had to...,
,save themselves,
,,
,from the emotional consequences,
,of their parents' addiction.,
,,
,Your father was unable,
,to find Sara Patrell,
,,
,"and you wanted to help him, didn't you?",
,,
,And that's a perfectly,
,"normal response, Will.",
,,
,"You wanted to help,",
,that's a good thing.,
,,
,But sometimes when we try to help,
,"one person, another person gets hurt.",
,,
,"Sometimes that person's ourselves,",
,sometimes it's someone else.,
,,
,And I know your intentions...,
,"weren't to hurt anyone,",
,,
,but when you say you can see Sara...,
,,
,"or her ghost and talk to her,",
,,
,it causes people a lot of pain.,
,,
,"Especially Sara's parents,",
,,
,who are dealing with the worst thing,
,a parent can go through.,
,,
,"Now, I've been as honest",
,"as I can with you, Will.",
,,
,Can you do the same for me?,
,,
,Are you still seeing Sara?,
,,
Sarah,Shh.,
,,
Will,No.,
,,1
,(intercom dings),
Stewardess,(woman) Welcome to Iceland.,
,,
,Please remain seated with your seat belts,
,"fastened until we reach the gate,",
,,
,and the captain has turned off,
,the fasten seat belt sign.,
,,1
,(Riley panting),
,,
Riley,Oh... I'm so cold.,
,,
,Mm.,
,,
Magnus,It's as high as it'll go.,
,(exhales),
,,
,(Magnus) Here...,
,,
,take my coat.,
,,
,"(gasps, exhales)",
Riley,"No, no, no, no, no, you need that.",
,,
Magnus,I'm hot-blooded.,
,Don't worry.,
,,
,I want to keep you both warm.,
,,
,Here.,
,,
,"(gasps, cries out)",
,,
Riley,"Oh, it hurts! A lot.",
Magnus,I know.,
,,
Riley,(sighs) They're coming faster. Oh...,
,,
Magnus,"Don't worry, sweetie, I'll get us there.",
,Just-- Just hang on.,
,,
,(wind howling),
,,
,"(groaning, inhales sharply)",
,,
,(groans),
,,
,What were we thinking with that midwife?,
,,
,It was a stupid mistake.,
,,
Riley,"No, it's not her.",
,It's me. It's the hex.,
,,
,I'm hexed. (panting),
,"I've told you, it's not the hex.",
,,
Magnus,You're magic.,
,,
,You're the most magical thing,
,,
,that has ever happened to me.,
,(laughs),
,,
,"I'll get us there, I promise.",
,,
,(cries out),
,,
,(both gasp),
,,
,(Riley gasps),
,,
,(Riley cries out),
,,
,(Riley screams),
,,
,(wind howling),
,,
,(Magnus whispers) Riley.,
,,
Riley,Magnus.,
,,
Magnus,Riley... come with me.,
,,
,(gasps softly),
,,
Riley,Magnus? (panting),
,,
,(moans),
,,
,"(gasps, panting)",
,,
,(groans),
,,
,"(gasps, panting)",
,,
,Magnus...,
,,
,Magnus.,
,,
,"(whimpers, sobs)",
,,
,Magnus... no.,
,,
,Magnus...,
,,
,"Oh, no.",
,,
,(sniffling),
,,
,(screams),
,,
,(gasping),
,,
,"(sighs, gasps)",
,,
,(groaning),
,,
,(cries out),
,,
,(screams),
,,
,(grunting),
,(fabric ripping),
,,
,"(gasping, panting)",
,,
,(screams),
,,
,(screams),
,,
,"(gasps, panting)",
,,
,(baby whimpering),
,,
,(crying),
,,
,(sniffling),
,,
,"Oh, my LÃƒÂºna.",
,,
,My LÃƒÂºna.,
,,
,(sniffling) Someone's coming for us.,
,,
,It'll be OK.,
,,
,(whispers) Someone's coming.,
,,
,(sighs) Will.,
,,
Will,(whispers) I'm coming for you.,
,,1
Nomi,I have bad news and worse news.,
,,
Will,Start with the bad.,
Nomi,I found out where they're taking her.,
,,
,A research facility,
,controlled by BPO up the coast.,
,,
Will,That's good.,
Nomi,Not really.,
,,
,"It's very heavily secured,",
,but I'm working on a way in.,
,,
,"OK, give me the worse news.",
,,
,A private plane,
,was just cleared for landing,
,,
,"with a single passenger on board,",
,Dr. Ellison.,
,,
Will,Whispers.,
Nomi,It's gotta be him.,
,,
Will,I'm ahead of him.,
Nomi,Not for long.,
,,
,A helicopter is there,
,waiting to pick him up.,
,,
Will,I'm gonna need some transportation.,
Neets,Car's just confirmed.,
,,
,It's there.,
,,
Rental Agent,Are you Will Gorski?,
Will,"Yes, I am.",
,,
Rental Agent,Welcome to Iceland.,
,,
,"Please, sign here.",
,,
Will,When did I get expensive taste?,
,,
Nomi,When I got access,
,to Metzger's credit cards.,
,,
,Ha!,
,,
Rental Agent,Enjoy the stay.,
,,
Nomi,"The facility isn't on any map,",
,,
,but I've loaded the coordinates,
,into the GPS.,
,,
,It says that you can be there in 20.,
,,
Will,I'll be there in ten.,
,(engine revs),
,,1
,(breathes heavily),
,,
,(wind howling outside),
,,
,(gasps),
,,
,(groaning),
,,
,(sniffling),
,,
,(panting),
,,
,(grunting),
,,
,(cries out),
,,
,(panting),
,,
,"(shrieks, gasps)",
,,
,(grunts),
,,
,(groans),
,,
,(sings softly in Icelandic),
,,
,"(sings in Icelandic,",
,voice quavering),
,,
,(stops singing),
,,
,(gasping),
,,
Riley,(whispers) I'm sorry.,
,,
,I'm sorry.,
,,
,I'm so sorry.,
,,
,(whispers) I won't leave you.,
,,
,(sniffling),
,,
,I promise I won't leave you.,
,,
,My baby... where is she?,
,,
,(Yrsa),
Yrsa,You would have done anything for her.,
,,
,You would have,
,given your life for your baby.,
,,
Riley,(whispers) Yes.,
,,
Yrsa,This... is your last chance.,
,,
,Take it.,
,,
,Protect them.,
,,
,(overlapping shouts),
,,
Will,Riley.,
,,
Riley,(panting),
,,
Yrsa,"(Yrsa, echoing) Protect them.",
,,
Will,(Will) Riley...,
,,
,please don't do it.,
,,
,I'm coming for you.,
,,
,Don't give up.,
,,
,(gasping),
,,
,(groaning),
,,
,(exhales),
,,
Jonas,(Jonas) It might be the best thing,
,that could've happened.,
,,
Will,Why?,
,,
Jonas,She'll be unconscious,
,when Whispers arrives.,
,,
Will,Where is he now?,
,,
Jonas,He just climbed into the helicopter.,
,He knows you're here.,
,,
,Do you have a plan for getting in?,
,,
Will,I'm going with a nine-millimeter,
,tucked under my arm.,
,,1
Sergei,(Sergei) Buffie doesn't trust you.,
,,
,He believes you know,
,what happened to Steiner.,
,,
,I've been trying to call my son,
,"since yesterday, but he doesn't respond.",
,,
,Do you know where Steiner is?,
,,
