,(man sings in Spanish),
,,
,(sighs),
,,
Lito,I don't get it.,
,,
,Why do we have to shoot,
,the end of the film first?,
,,
,It's ridiculous.,
,,
Makeup artist,Some things never change.,
,,
,(song tempo increases),
,,
,(sighs),
,,
Lito,I feel a little bit bloated today.,
,,
Makeup artist,"You look fantastic, Lito. Come on.",
,,
,(sighs),
,,
Lito,I-- I feel like shit today. Please.,
,,
,"Can I get some Advil, please?",
Makeup artist,Sure.,
,,
,(speaks Spanish),
Lito,Are you for real?,
,,
,(speaks Korean),
Sun,Are you for real?,
,,
Lito,(song ends),
,,
Makeup artist,Here it is.,
Lito,Did you see?,
,,
Makeup artist,See what?,
,,1
Police captain,The fuck were you thinkin'?,
Will,Sir?,
,,
Police captain,I just spent the last hour on the phone,
,getting my ass reamed by the Feds.,
,,
Will,"OK, sir, I can--",
Police captain,You can shut the fuck up.,
,,
,You will know when I'm done speaking,
,"because there will be a pause,",
,,
,"followed by the words ""I'm sorry, Captain,",
,"this will never happen again.""",
,,
,Pullin' in favors?,
,,
,Tryin' to use your old man's rep,
,to get around direct orders? For what?,
,,
Will,Was that a pause?,
Police captain,Jesus flying fuckballs.,
,,
Will,"Sorry, listen, when I saw Jonas at that",
,"store, I felt like there was a connection.",
,,
,I thought maybe I could use that,
,to get some intelligence.,
,,
,No luck there.,
,,
Police captain,Intelligence would have meant,
,doing what you were told.,
,,
,None of us have time,
,for any more of your fuckin' around.,
,,
,That was the pause.,
,,
Will,"Yes, sir. Thank you, sir.",
,,
,Never happen again.,
,,
Police captain,Now get the fuck outta here.,
,,1
,(Wolfgang sighs),
,,
Sergei,Ah!,
,,
,Wolfgang.,
Wolfgang,Uncle.,
,,
Sergei,I have a problem.,
,,
,But the thing about my problems is...,
,,
,that they tend to become,
,other people's problems.,
,,
,"Sit down, please.",
,,
,There was a robbery a few days ago.,
,,
,Black market diamonds from Mumbai.,
,,
,Stolen from a safe the day before,
,they were to be picked up by the buyer.,
,,
,I know this because my son,
,had been casing this place for months.,
,,
,"Pickups, deliveries,",
,when the place was empty.,
,,
,Steiner is furious.,
,"Whoa, whoa, whoa, whoa, whoa, whoa.",
,,
,And there are few things,
,as unpleasant for me,
,,
,as listening to my own son whine.,
,,
,The interesting part is...,
,the safe was not drilled.,
,,
,No one bored through,
,"to look at the tumblers,",
,,
,poured liquid nitrogen,
,or acid inside.,
,,
,"No, no, no, no. (gentle scoff)",
,,
,(laughs),
,,
,The safe was cracked.,
,,
,Yeah.,
,,
,More interesting still is...,
,that the safe was an S&D.,
,,
,The same kind of safe,
,that fucked your father.,
,,
Wolfgang,Mm.,
,,
Sergei,It would be an irony,
,of Shakespearean proportions,
,,
,if his son fucked his own life,
,,
,cracking the safe his father,
,"failed to crack, wouldn't it?",
,,
Wolfgang,I'm not as stupid as my father.,
,,
Sergei,Wolfgang? Your father made mistakes.,
,,
,Every man does.,
,,
,You should always remember who you are.,
,,
Wolfgang,I think about that every day.,
,,1
Capheus,(speaks in Swahili),
,,
Riley,I don't understand.,
,,
Capheus,You speak English?,
,,
Riley,Uh... You speak English?,
Capheus,"Oh, yes.",
,,
,I speak very good English.,
,,
Riley,Where am I?,
,,
,"It's so warm, I can feel the heat.",
,,
Capheus,"Kibera, Nairobi.",
,,
Riley,In Africa?,
,,
Capheus,(chuckles),
,,
,Africa... Kenya.,
,,
,Where is this? This is freezing.,
,,
Riley,London.,
,,
Capheus,London. Ah...,
,,
,Harry Potter. The Queen. Eh?,
,,
,(exclaims),
,,
,English tea.,
,,
,(laughs),
,,
,Can I?,
,(chuckles),
,,
,(slurps),
,,
,I like it.,
,,
,(vehicle approaching),
,,
Thug,"Hey, Van Damme,",
,give me the fucking bag.,
,,
Capheus,I can't do that.,
,,
Thug,Give it to me,
,or we beat the fuck out of you.,
,,
Capheus,I don't want to hurt you.,
,,
,"If your enemy will not be humbled,",
,destroy him.,
,,
Thug,"Give the bag, bitch!",
,(screams),
,,
,(laughing),
,,
,(yells),
,,
,Van Sham.,
,,
,(laughs),
,,
Capheus,"Spirit of Jean-Claude Korean lady,",
,,
,I know you have,
,"more important things to do,",
,,
,"but for me, nothing is more important.",
,,1
Director,"OK, Lito.",
,"So, big scene: boy meets girl.",
,,
,"You have started working for her father,",
,Don Carlos. Right?,
,,
Lito,Am I beginning to suspect that,
,he is behind the death squads?,
,,
Director,"No, definitely not.",
,You find him charming.,
,,
Lito,"But I think I sense he is evil, right?",
Director,"No, not at all. No.",
,,
,You are just hot for his daughter.,
Lito,"Hey, hey, hey.",
,,
,The script is full of so much pain.,
,,
,I think I should feel it.,
,,
Director,"No, not at all. Here.",
,Hey--,
,,
,"You need fire, you need heat, OK?",
,,
,We're going to keep it sexy.,
Lito,"OK, yeah.",
,,
Director,Can you keep it sexy for me?,
Lito,Yeah.,
,,
Director,"Yes? El CaÃ­do, remember.",
,,
,"OK, can we shoot today? Yes?",
,,
,Are we ready? OK. Here we go.,
,,
,Nachito! Come on!,
,"Take position, everyone!",
,,
,We're ready to shoot! Come on!,
,,
,Boy! (trilling),
,,
Lito,Bah! (trilling),
,,
,Bah-bah-bah! Bah!,
,,
,(sighs),
,,
,(sighs),
Director,(director) And action!,
,,
,(sobs),
,,
,Cut!,
,,
