Felix,"I mean, everyone wants to believe",
,"they'd be the hero,",
,,
,"that they'd join the Resistance,",
,try to kill Hitler.,
,,
,It's such fucking bullshit.,
,,
,"It's obedience, not resistance.",
,,
,"That's the glue of every country,",
,"every army, every religion in the world.",
,,
Wolfgang,"The fuck are you talking about, Felix?",
,,
Felix,What do you think?,
,I'm talking about us.,
,,
,I'm talking about our revolution.,
Wolfgang,We snatched some rocks.,
,,
Felix,"Mark my words, Wolfie,",
,this score is going to change our lives.,
,,
Wolfgang,Not gonna change shit,
,if we can't sell them.,
,,
Felix,He's going to buy.,
,,
,Just relax. Let me do the talking.,
,,
Abraham,Thank you for waiting.,
Wolfgang,Not a problem.,
,,
Felix,"It's nice here, but you know",
,there's a bigger one in Mettre?,
,,
Abraham,That one smells like piss.,
,,
,The drunks from the park,
,use it as a toilet.,
,,
,I like this one better.,
,,
,Whenever I have a difficult,
,"decision to make, I come here.",
,,
,This place brings a clarity,
,to any decision.,
,,
Wolfgang,What were you thinking about?,
Abraham,My mother.,
,,
Wolfgang,Did she die in the Holocaust?,
Abraham,"No, she lived.",
,,
,She fell in love with an Englishman,
,and ran away with him,
,,
,against her parents' wishes.,
,,
,I think how much courage she had,
,to make that decision.,
,,
,"After the war, she came back",
,"to find her parents, but she never did.",
,,
,And she never left Berlin again.,
,Mm.,
,,
,Our existence depends,
,"on sheer implausibility,",
,,
,which I'm sure is exactly,
,how your merchandise,
,,
,found its way into your pocket.,
,,
Felix,Does that mean you're interested?,
,,
Abraham,I would like to see them.,
,,
,"Please, not here.",
,,
,Any talk of money,
,seems unimportant here.,
,,1
Planner 1,We never discuss money.,
,,
Planner 2,We have no interest in money.,
,,
Planner 1,All we are interested in,
,is making sure that you and your son...,
,,
Planner 2,And your daughter.,
Planner 1,...are happy.,
,,
Sanyam,"OK, then we are all in accordance with...",
,,
Planner 1,Not exactly. Ah.,
,,
,"We have spoken to the priest, uh,",
,,
,"concerning the, uh...",
Planner 2,Adjustment to the service.,
,,
Rajan,"Uh, this is my fault.",
,,
,I wanted to add an exchange of rings.,
,,
Planner 1,"Ah, this is a Hindu wedding ceremony.",
,There are no rings.,
,,
Rajan,I know.,
Planner 2,There are traditions.,
,,
Manendra,"Yes, but we are trying to start them",
,"on a path to the 21st century,",
,,
,not the 16th.,
Planner 2,Of course.,
,,
,And the priest is ready to accommodate.,
,,
Planner 1,"It's just that with both services,",
,it appears the ceremony...,
,,
Planner 2,Will be over six hours.,
Manendra,Six hours?,
,,
Planner 1,There are certain shortcuts,
,that others have preferred.,
,,
Rajan,How short?,
,,
Planner 1,It depends entirely on how much,
,you value the priest conducting it.,
,,
Manendra,How much?,
,,
Planner 2,"The more you give him,",
,the shorter the ceremony.,
,,
Planner 1,The sooner everyone can get to dancing.,
,,
Planner 2,Six hours is the starting point.,
,"Pay him double, out in three.",
,,
Manendra,And how much to not perform it at all?,
,,
Planner 1,You couldn't afford it.,
,,
Rajan,This is important to me.,
,,
,Married men in India don't wear rings.,
,,
,There is nothing to show their commitment.,
,,
,That is why I want one.,
,,
,I want to remember this night,
,"for the rest of my life,",
,,
,and I don't want it to be a secret.,
,,
,I want the whole world to know,
,I'm bound to this woman.,
,,
,Now and forever.,
,,1
Mi-Cha,I'm so proud of you.,
,,
,So smart and so strong.,
,,
Sun,Is that why my father hates me?,
,,
Mi-Cha,"He doesn't hate you, my child.",
,,
,You must never think that.,
,,
,He loves you.,
Sun,He never came to any of my matches.,
,,
,He went to all of Joong-Ki's matches.,
,,
Mi-Cha,You cannot be jealous of your brother.,
,,
,Do not blame him,
,for how much Father loves him.,
,,
,It is natural for fathers,
,to be close to their sons.,
,,
,He's planning on Joong-Ki,
,taking over the company.,
,,
,If I cannot be there,
,to help Father realize his dream...,
,,
,you must be there for me.,
,,
,"Please, Sun, take care of your brother.",
,,
,Do this for me.,
,,1
Abraham,"We, like these books,",
,"or these diamonds,",
,,
,have the secrets of our past,
,hidden inside us.,
,,
Felix,"You think a lot about the past, don't you?",
,,
Abraham,"Without the past,",
,"there would be nothing to think about,",
,,
,let alone someone to think it.,
,,
Felix,Deep.,
,,
Abraham,You certainly weren't lying.,
,These are beauties.,
,,
,Shall I be honest?,
,,
,I know I was probably,
,the last on your list.,
,,
,"I'm an outsider to you, but I think I know",
,where these rocks came from.,
,,
,"Out of Mumbai, I'm guessing, and I know",
,who's going to come looking for them.,
,,
,"They will not be easy to move,",
,unless I recut them.,
,,
,"Recut, they will have",
,a fraction of their worth.,
,,
Wolfgang,"Let's go, Felix.",
,I knew this was a waste of time.,
,,
Felix,Hang on. Really?,
,After we listened to all your bullshit?,
,,
Abraham,"If you were listening to my bullshit,",
,I said it would not be easy.,
,,
,I didn't say it would not be possible.,
,,
,I will buy a third of them,
,and see what I can do.,
,,
Wolfgang,Half or nothing.,
,,
,And we both know that you're going,
,"to say yes, because I was listening.",
,,
,That's what your mother would do.,
,,1
Shiro,I'm such a bad person.,
,,
,You spend all your money on my medicine.,
,,
Capheus,Don't talk like that.,
Shiro,You would be a success without me.,
,,
,You would not have to live here.,
Capheus,Not listening.,
,,
Shiro,"If I wasn't such a bad person,",
,,
,I'd stop taking my medicine,
,and let you get on with your life.,
,,
Capheus,This is my life.,
,This is why we came here.,
,,
,"To make money,",
,"to be happy, to be healthy.",
,,
,"Besides, when I iron my shirt,",
,it always burns up.,
,,
,"Without you,",
,I would go into the world naked.,
,,
,There's still some water left.,
,,
,I will try and bring some back,
,before I come home.,
,,
,I love you.,
,,
,And don't worry.,
,,
,I've got a feeling today,
,is going to be a really good day. Huh?,
,,
Jela,Hey!,
,,
,Ah!,
,,
,"All aboard the Van Damn,",
,the safest bus in and out of Nai-robbery!,
,,
,Eh?,
,,1
Wolfgang,The fuck are you doing?,
,,
Felix,I'm thinking about Katrina Unger.,
,,
Wolfgang,What?,
Felix,Remember?,
,,
,The first time I got my dick wet.,
,,
,"She was 16, I was 14.",
,,
,"I'd been dating her for two months,",
,,
,which back then,
,"seemed like a fucking lifetime,",
,,
,and I remember thinking,
,I'd been wasting my time.,
,,
,"Buying her presents,",
,taking her to the movies.,
,,
,But then...,
,,
,the second I got myself,
,inside of her...,
,,
,everything...,
,everything had been worth it.,
,,
Wolfgang,Hm?,
,,
Felix,Know what I did?,
Wolfgang,What?,
,,
Felix,I went out and bought myself,
,a new pair of shoes.,
,,
,Had to. I couldn't walk,
,in those old shoes anymore.,
,,
,"From that point on, everything changed.",
,,
,"I mean, I had changed. I was a man!",
,,
,"And right now, I'm thinking...",
,,
,we need new shoes.,
,,1
Jela,Whoo!,
,,
,"This is it, Capheus!",
,,
,You'll never hear me complain,
,"about success, Capheus, never!",
,,
Capheus,Never!,
Jela,My ancestors would haunt me,
,,
,if I even thought to complain,
,about having too many passengers.,
,,
,Whoo!,
Capheus,"Don't complain, Jela.",
,,
Jela,Whoo!,
,,
,Whoo!,
,,
,Whoo-hoo!,
,,
,Whoo!,
,,
,"Whoo! Oh, those are my... Those are",
,"my ancestors reminding me to be grateful,",
,,
,even when I'm being whipped on the face!,
,,
,Whoo!,
Capheus,You are crazy.,
,,
Jela,"Oh, my God!",
,,
,"Oh, my God.",
,,
,"Oh, crap.",
,,
Capheus,You made sure,
,"we had all the permits, eh?",
,,
Jela,"Yeah, we are in total compliance.",
,"Don't worry, it will be over in a minute.",
,,
,"Good day, officers.",
,I'm sure you'd like to see...,
,,
Officer,Shut the fuck up.,
Jela,"Oh, happy to. Love to.",
,,
,You know what? Shutting the fuck up,
,"is a specialty of mine, so...",
,,
Officer,We want Van Damme.,
,,
,Out.,
,,
,"Out, out, out, out.",
,,
,Shut up.,
,,
,Follow me.,
Capheus,"I don't understand, sir.",
,,
Officer,Follow me.,
,,
Capheus,"Guys, come on.",
,,
Passenger,It seems he's not coming back.,
,,
Jela,Van Damme always comes back.,
,,1
Lito,"Daniella, I don't think you both",
,were listening to me.,
,,
,What I'm saying is that,
,he came to the set.,
,,
,He came to the fucking set.,
Hernando,The director says he knows him.,
,,
Lito,"Yes, he did.",
,,
Hernando,And what did he say about him?,
,,
Lito,He said he was a great guy.,
,,
Daniela,"I'm sorry, Lito.",
,,
,That doesn't sound like,
,something he would do.,
,,
Lito,"Well, he did. He did.",
,,
,"I'm telling you, Daniella, over lunch...",
,,
,he showed me how to cut a man's throat.,
,,
,He put a knife on my throat.,
,,
Daniela,Now that sounds like,
,something he would do.,
,,
Hernando,"But now you're home, OK?",
Lito,You should have told me.,
,,
Hernando,Taste the ceviche.,
,,
Lito,Daniella... Good.,
,,
,You're an actor.,
Hernando,Good?,
,,
Lito,"You understand that this,",
,"you know, set, is...",
,,
Daniela,It's a sacred space?,
Lito,"Yes, exactly.",
,,
Hernando,I thought home was your sacred space.,
Lito,"It is, Hernando.",
,,
,But this is where I work,
,and it's very difficult to concentrate,
,,
,when you have a knife-wielding,
,psycho ex-lover stalking you.,
,,
,"You know, guys?",
Daniela,"Oh, my God.",
,,
Lito,"Yeah, I mean,",
,it completely freaked me out.,
,,
Daniela,"Oh, my God, this is so good.",
,,
,That's the best ceviche I've ever tasted.,
,,
,"Oy, Hernando,",
,you have to open a restaurant.,
,,
Hernando,Thank you.,
,,
Daniela,"I mean, you are such a good cook.",
,,
Hernando,I'm gonna tell you my secret.,
Lito,It's very tasty.,
,,
Hernando,"Actually, this is not, uh, ceviche.",
,,
,This is actually a mix.,
,,1
Saleswoman,"So, here they are.",
,,
Felix,"Yeah, great.",
,,
,"Um... and I really like those ones, 42.",
Saleswoman,Mm-hm.,
,,
,"Und, do you have them in yellow,",
,something more colorful?,
,,
,"Yeah, for sure.",
Felix,"Oh, great.",
,,
,Wow.,
,,
,"Those are so you, Wolfie.",
,,
,Maybe too you. You should,
,try something... a little different.,
,,
Wolfgang,I like my shoes.,
,,
,What the fuck?,
,,
Felix,What?,
,,1
Guru Yash,I have seen you before.,
,,
,You pray to Ganesha.,
Kala,I do.,
,,
Guru Yash,If these men are allowed,
,"to have their way,",
,,
,you will never be allowed to pray again.,
,,
Kala,What?,
,,
Guru Yash,They want to strip away our traditions.,
,,
,They are trying to destroy our India,
,and turn it into America.,
,,
Kala,"No, that... That's not true.",
Guru Yash,It is.,
,,
,These are the facts.,
,,
,They use their evil drug money,
,"to buy politicians,",
,,
,who are going to outlaw people like us,
,and temples like this.,
,,
,We are pledged to come here every day,
,and pray for their deaths.,
,,
,Pray with us.,
,,
,Pray to Ganesha to destroy our enemy,
,before they destroy us.,
,,1
Silas,So this is the notorious Van Damme.,
,,
,I'm Silas Kabaka.,
,,
Capheus,I know who you are.,
,,
Silas,Our reputations precede us.,
,,
,"You did me a great service,",
,though you may not even know it.,
,,
,"You see, the gang Superpower",
,had been working for me.,
,,
,They got it in their heads,
,"they no longer needed me,",
,,
,"and in one afternoon,",
,you destroyed whatever reputation,
,,
,"they felt they'd been building,",
,,
,thereby saving me from,
,the incumbent messiness of betrayal.,
,,
,"So I said to myself,",
,,
,here is a man that might be capable,
,of more service to someone like me.,
,,
,Service that provides the kind of,
,remuneration that can change a man's life.,
,,
Capheus,"Thanks for the offer, but I'm OK.",
,,
Silas,You may be OK... but I know,
,this is not true for your mother.,
,,
,We both know that,
,she is dying of the virus.,
,,
,"Unless she gets the right medication,",
,she'll soon be dead.,
,,
,You know the problem,
,with buying medicine in this country,
,,
,is that you never know if what,
,you're buying is real... or counterfeit.,
,,
,The doctors assure me that these,
,will have an immediate impact,
,,
,on your mother's health.,
,,
Capheus,What do I have to do for them?,
,,
Silas,All you need to do is protect this bag,
,,
,and make sure it arrives,
,at this address by midnight tonight.,
,,
,Should be a rather simple task,
,"for a man of your abilities, no?",
,,1
Kang-Dae,What are you doing,
,hiding in the dark?,
,,
Sun,Waiting for you.,
,,
,I know you've been avoiding me.,
,,
Kang-Dae,Your outburst in front,
,of my assistant was childish.,
,,
Sun,I needed to get your attention.,
,,
Kang-Dae,"I have been here every night,",
,,
,negotiating a very important deal,
,with the Americans.,
,,
,Put the cigarette out.,
,,
,You know I hate it when you smoke.,
,,
Sun,You're too late.,
,,
,The auditors already know.,
,,
,Someone in this company,
,has been deliberately devaluing,
,,
,certain pharmaceutical stock in order,
,to move funds from one account to another.,
,,
Kang-Dae,This kind of transaction,
,happens every day.,
,,
Sun,That may be...,
,,
,but this kind of transaction,
,is called embezzlement.,
,,
,Someone is going to jail for it.,
,,
,And I think we both know who.,
,,1
Felix,We want the most,
,expensive wine you have.,
,,
Wolfgang,Felix.,
Sommelier,We have an amazing Bordeaux.,
,,
Felix,Is it the most expensive?,
,,
Sommelier,"Yes, I believe it is.",
Felix,Then we'll take it.,
,,
,"One time, just one night,",
,,
,I want to live like I'm one of them,
,Arab sheiks or Russian billionaires.,
,,
,"Tonight, I don't want to be",
,just Felix Bernner.,
,,
,"Tonight, I say, no fucking limits!",
,,
,Hey.,
,,
,You all right?,
,,
Wolfgang,"Yeah, sure.",
,,1
Metzger,"I know what you're going through, Nomi.",
,,
,"In just the span of a single day,",
,,
,you can see how much more damage,
,the disease has done.,
,,
,The tissue has nearly completely,
,merged the hemispheres.,
,,
,I'm sure the hallucinations,
,are getting more and more intense.,
,,
,And I have a feeling that you know,
,who started that fire.,
,,
Nomi,I don't know anything about that.,
,,
Metzger,"Whoever they are, they aren't helping you.",
,,
Nomi,I don't know what they taught you,
,"in med school, but the word ""helping""",
,,
,doesn't mean handcuff people,
,and chop up their brains.,
,,
Janet,Michael!,
,,
Metzger,"Nurse, I was gonna operate",
,"tomorrow morning,",
,,
,but I don't think Ms. Marks here,
,can afford to wait.,
,,
Nomi,"No, no, no, no.",
,"No, I'm fine. I can wait.",
,,
Metzger,Cancel my rounds. Prep her for surgery.,
,,
Nurse,"Yes, doctor.",
,,1
Bouncer,"Sorry, lady, this is a private club.",
,,
Sun,I don't want to cause a scene.,
,I know this is a sex club.,
,,
Bouncer,No chicks but naked chicks.,
,,
Sun,My brother's in there,
,and I need him to come with me.,
,,
Bouncer,Ain't gonna happen.,
,,
,Fuck off.,
,,1
Officer,"Hey, you OK?",
,,
,"You can wait here, Officer Gorski.",
,,
,I'll go get Lieutenant Duncan.,
,,1
,Whoo!,
,,
Sun,Come with me.,
,,
Joong-Ki,It's OK.,
,"This is my big sister, everyone.",
,,
,Hi.,
,"Hi, sister.",
,,
,She doesn't mean,
,to make an ass out of herself.,
,,
,She just can't seem to help it.,
,,
Sun,Father needs to talk to you.,
,,
Joong-Ki,Are you fucking kidding?,
,,
,I'll see him tomorrow.,
Sun,No. He's waiting.,
,,
Joong-Ki,In the middle of something important...,
Sun,Joong-Ki!,
,,
,Now.,
,,1
Duncan,Will! So good to see you.,
,,
,Did you have to wait long?,
,,
Will,"No, no. It's good to see you.",
,,
Duncan,I didn't know you spoke Korean.,
,,
Will,What?,
,,
Duncan,You honor us with your presence.,
,,
,Though your wife,
,is a cock sucking whore.,
,,
,Hapkido. Black belt.,
,,
,Thirteen years. My sensei had,
,the foulest mouth in the entire Midwest.,
,,
,How's your dad?,
Will,He's doin' good.,
,,
Duncan,I haven't seen him,
,since the retirement party.,
,,
,I don't think I've ever seen,
,so many shitfaced cops,
,,
,from so many precincts in one bar.,
,,
,Your dad was a legend.,
,,
,"Is. Is a legend. Sorry, Will.",
,,
,"So, uh, what can I do you for?",
,,
Will,"Uh, it's about that perp I brought in,",
,Jonas Maliki.,
,,
Duncan,What about him?,
,,
,Was just hoping I could ask him,
,a few questions.,
,,
,"Ah, sorry, Will, no can do.",
,,
,It's federal.,
,You know how those guys are.,
,,
,We're only holdin' him here,
,until he's transferred.,
,,
,You should've called first.,
,It would've saved you a trip.,
,,
Will,All I need is five minutes with him.,
,Family friend here.,
,,
